wheny,month,year,hb,specialty_name,all_staffed_beddays,total_occupied_beddays,percentage_occupancy,hb_name,population_catchment
2019-07-01,Jul,2019,S08000022,Unspecified,2176,0,0, Highland,low population
2020-07-01,Jul,2020,S08000022,Respiratory Medicine,2179,1896,87.01239100504822, Highland,low population
2021-07-01,Jul,2021,S08000022,Rehabilitation Medicine,2264,2228,98.40989399293284, Highland,low population
2017-07-01,Jul,2017,S08000022,All Acute,2268,2057,90.69664902998235, Highland,low population
2018-07-01,Jul,2018,S08000022,Medical Grouping,2289,2289,100, Highland,low population
2017-07-01,Jul,2017,S08000022,Medical Grouping,2304,2304,100, Highland,low population
2020-07-01,Jul,2020,S08000022,Other Grouping,2312,0,0, Highland,low population
2020-07-01,Jul,2020,S08000022,Unspecified,2312,0,0, Highland,low population
2017-07-01,Jul,2017,S08000022,Other Grouping,2353,0,0, Highland,low population
2017-07-01,Jul,2017,S08000022,Unspecified,2353,0,0, Highland,low population
2018-07-01,Jul,2018,S08000022,Respiratory Medicine,2354,2293,97.40866610025488, Highland,low population
2020-07-01,Jul,2020,S08000022,All Acute,2359,2185,92.62399321746506, Highland,low population
2018-07-01,Jul,2018,S08000022,All Acute,2364,2197,92.93570219966162, Highland,low population
2018-07-01,Jul,2018,S08000022,Respiratory Medicine,2368,2307,97.4239864864865, Highland,low population
2021-07-01,Jul,2021,S08000022,Respiratory Medicine,2404,2310,96.08985024958406, Highland,low population
2019-07-01,Jul,2019,S08000022,Respiratory Medicine,2416,2385,98.71688741721856, Highland,low population
2021-07-01,Jul,2021,S08000022,Respiratory Medicine,2443,2349,96.15227179697098, Highland,low population
2021-07-01,Jul,2021,S08000022,General Medicine,2522,2424,96.11419508326726, Highland,low population
2021-07-01,Jul,2021,S08000022,Medical Grouping,2522,2424,96.11419508326726, Highland,low population
2020-07-01,Jul,2020,S08000022,Rehabilitation Medicine,2536,2498,98.50157728706624, Highland,low population
2020-07-01,Jul,2020,S08000022,Medical Grouping,2572,2572,100, Highland,low population
2017-07-01,Jul,2017,S08000022,Obstetrics,2577,1741,67.55917733798994, Highland,low population
2018-07-01,Jul,2018,S08000022,Obstetrics,2595,1686,64.97109826589598, Highland,low population
2019-07-01,Jul,2019,S08000022,All Acute,2608,2507,96.12730061349694, Highland,low population
2019-07-01,Jul,2019,S08000022,Obstetrics,2617,1802,68.8574703859381, Highland,low population
2017-07-01,Jul,2017,S08000022,Obstetrics,2671,1746,65.36877573942346, Highland,low population
2018-07-01,Jul,2018,S08000022,Obstetrics,2687,1687,62.78377372534426, Highland,low population
2019-07-01,Jul,2019,S08000022,Obstetrics,2711,1803,66.50682405016602, Highland,low population
2017-07-01,Jul,2017,S08000022,All Acute,2728,2728,100, Highland,low population
2021-07-01,Jul,2021,S08000022,Obstetrics,2737,1665,60.83302886371942, Highland,low population
2020-07-01,Jul,2020,S08000022,General Medicine,2766,1926,69.63123644251628, Highland,low population
2020-07-01,Jul,2020,S08000022,Medical Grouping,2766,1926,69.63123644251628, Highland,low population
2018-07-01,Jul,2018,S08000022,All Acute,2812,2812,100, Highland,low population
2018-07-01,Jul,2018,S08000022,All Specialties,2813,2199,78.17276928546038, Highland,low population
2021-07-01,Jul,2021,S08000022,Obstetrics,2829,1666,58.89006716154119, Highland,low population
2021-07-01,Jul,2021,S08000022,Psychiatry of Old Age,2838,2777,97.85059901338974, Highland,low population
2020-07-01,Jul,2020,S08000022,All Acute,2862,2862,100, Highland,low population
2021-07-01,Jul,2021,S08000022,General Medicine,2863,2466,86.13342647572478, Highland,low population
2021-07-01,Jul,2021,S08000022,Medical Grouping,2863,2466,86.13342647572478, Highland,low population
2020-07-01,Jul,2020,S08000022,Obstetrics,2885,1652,57.26169844020798, Highland,low population
2018-07-01,Jul,2018,S08000022,Geriatric Medicine - units other than long stay,2894,2879,99.48168624740846, Highland,low population
2019-07-01,Jul,2019,S08000022,Medical Grouping,2961,2961,100, Highland,low population
2021-07-01,Jul,2021,S08000022,All Acute,2969,2871,96.69922532839342, Highland,low population
2020-07-01,Jul,2020,S08000022,Obstetrics,2979,1654,55.52198724404164, Highland,low population
2018-07-01,Jul,2018,S08000022,General Medicine,2984,2413,80.86461126005365, Highland,low population
2018-07-01,Jul,2018,S08000022,Medical Grouping,2984,2413,80.86461126005365, Highland,low population
2017-07-01,Jul,2017,S08000022,Geriatric Medicine - units other than long stay,2990,2969,99.29765886287626, Highland,low population
2017-07-01,Jul,2017,S08000022,General Medicine,3017,2386,79.08518395757378, Highland,low population
2017-07-01,Jul,2017,S08000022,Medical Grouping,3017,2386,79.08518395757378, Highland,low population
2019-07-01,Jul,2019,S08000022,General Medicine,3046,2513,82.50164149704531, Highland,low population
2019-07-01,Jul,2019,S08000022,Medical Grouping,3046,2513,82.50164149704531, Highland,low population
2019-07-01,Jul,2019,S08000022,Women and Newborn Grouping,3088,2109,68.29663212435234, Highland,low population
2018-07-01,Jul,2018,S08000022,Women and Newborn Grouping,3113,2075,66.6559588821073, Highland,low population
2021-07-01,Jul,2021,S08000022,Medical Grouping,3119,3119,100, Highland,low population
2021-07-01,Jul,2021,S08000022,Women and Newborn Grouping,3122,2015,64.54196028187062, Highland,low population
2017-07-01,Jul,2017,S08000022,Women and Newborn Grouping,3124,2120,67.8617157490397, Highland,low population
2020-07-01,Jul,2020,S08000022,Women and Newborn Grouping,3152,1911,60.6281725888325, Highland,low population
2017-07-01,Jul,2017,S08000022,All Specialties,3222,2061,63.96648044692739, Highland,low population
2019-07-01,Jul,2019,S08000022,All Specialties,3274,2510,76.66463042150276, Highland,low population
2019-07-01,Jul,2019,S08000022,All Acute,3290,3290,100, Highland,low population
2020-07-01,Jul,2020,S08000022,All Specialties,3296,2185,66.29247572815532, Highland,low population
2020-07-01,Jul,2020,S08000022,Paediatrics,3334,1218,36.53269346130775, Highland,low population
2020-07-01,Jul,2020,S08000022,Paediatrics Grouping,3336,1220,36.570743405275785, Highland,low population
2021-07-01,Jul,2021,S08000022,All Specialties,3353,2872,85.65463763793618, Highland,low population
2021-07-01,Jul,2021,S08000022,Paediatrics,3372,1594,47.271648873072365, Highland,low population
2021-07-01,Jul,2021,S08000022,Paediatrics Grouping,3373,1595,47.28728135191225, Highland,low population
2020-07-01,Jul,2020,S08000022,Geriatric Medicine - units other than long stay,3381,3206,94.824016563147, Highland,low population
2020-07-01,Jul,2020,S08000022,All Acute,3393,2553,75.24314765694076, Highland,low population
2021-07-01,Jul,2021,S08000022,All Acute,3443,3443,100, Highland,low population
2019-07-01,Jul,2019,S08000022,Rehabilitation Medicine,3471,3353,96.60040334197642, Highland,low population
2019-07-01,Jul,2019,S08000022,Paediatrics,3523,1799,51.0644337212603, Highland,low population
2019-07-01,Jul,2019,S08000022,Paediatrics Grouping,3524,1800,51.07832009080591, Highland,low population
2020-07-01,Jul,2020,S08000022,Trauma and Orthopaedic Surgery,3724,3019,81.06874328678842, Highland,low population
2020-07-01,Jul,2020,S08000022,Trauma and Orthopaedic Surgery,3766,3061,81.27987254381308, Highland,low population
2020-07-01,Jul,2020,S08000022,All Specialties,3804,2866,75.34174553102, Highland,low population
2017-07-01,Jul,2017,S08000022,All Specialties,3817,2742,71.8365208278753, Highland,low population
2018-07-01,Jul,2018,S08000022,Paediatrics,3842,1559,40.57782404997398, Highland,low population
2018-07-01,Jul,2018,S08000022,Paediatrics,3843,1560,40.59328649492585, Highland,low population
2018-07-01,Jul,2018,S08000022,Paediatrics Grouping,3844,1561,40.608740894901146, Highland,low population
2018-07-01,Jul,2018,S08000022,Paediatrics Grouping,3845,1562,40.62418725617687, Highland,low population
2018-07-01,Jul,2018,S08000022,All Specialties,3871,2827,73.03022474812711, Highland,low population
2021-07-01,Jul,2021,S08000022,All Specialties,3997,3443,86.13960470352764, Highland,low population
2017-07-01,Jul,2017,S08000022,Paediatrics,4022,1891,47.016409746394835, Highland,low population
2017-07-01,Jul,2017,S08000022,Paediatrics Grouping,4029,1898,47.108463638620016, Highland,low population
2020-07-01,Jul,2020,S08000022,All Specialties,4049,2554,63.07730303778712, Highland,low population
2019-07-01,Jul,2019,S08000022,All Specialties,4103,3297,80.35583719229834, Highland,low population
2019-07-01,Jul,2019,S08000022,Women and Newborn Grouping,4116,2156,52.3809523809524, Highland,low population
2021-07-01,Jul,2021,S08000022,Women and Newborn Grouping,4134,2017,48.7905176584422, Highland,low population
2018-07-01,Jul,2018,S08000022,Women and Newborn Grouping,4137,2185,52.816050277979215, Highland,low population
2020-07-01,Jul,2020,S08000022,Women and Newborn Grouping,4166,1928,46.27940470475277, Highland,low population
2021-07-01,Jul,2021,S08000022,All Acute,4171,3536,84.77583313354111, Highland,low population
2017-07-01,Jul,2017,S08000022,Trauma and Orthopaedic Surgery,4175,3510,84.07185628742516, Highland,low population
2021-07-01,Jul,2021,S08000022,Trauma and Orthopaedic Surgery,4198,3442,81.99142448785136, Highland,low population
2021-07-01,Jul,2021,S08000022,Trauma and Orthopaedic Surgery,4210,3454,82.04275534441807, Highland,low population
2017-07-01,Jul,2017,S08000022,Trauma and Orthopaedic Surgery,4220,3555,84.24170616113746, Highland,low population
2017-07-01,Jul,2017,S08000022,Women and Newborn Grouping,4238,2140,50.49551675318547, Highland,low population
2021-07-01,Jul,2021,S08000022,All Specialties,4265,3538,82.95427901524035, Highland,low population
2019-07-01,Jul,2019,S08000022,Geriatric Medicine - units other than long stay,4276,4239,99.1347053320861, Highland,low population
2020-07-01,Jul,2020,S08000022,Psychiatry of Old Age,4347,3376,77.66275592362551, Highland,low population
2019-07-01,Jul,2019,S08000022,All Acute,4539,3421,75.36902401410003, Highland,low population
2021-07-01,Jul,2021,S08000022,Geriatric Medicine - units other than long stay,4573,4502,98.44740870325826, Highland,low population
2019-07-01,Jul,2019,S08000022,All Specialties,4632,3422,73.87737478411056, Highland,low population
2018-07-01,Jul,2018,S08000022,All Acute,4677,3369,72.03335471456063, Highland,low population
2018-07-01,Jul,2018,S08000022,All Specialties,4769,3369,70.64374082616902, Highland,low population
2017-07-01,Jul,2017,S08000022,All Acute,4786,3164,66.10948600083579, Highland,low population
2018-07-01,Jul,2018,S08000022,Trauma and Orthopaedic Surgery,4876,4101,84.10582444626745, Highland,low population
2019-07-01,Jul,2019,S08000022,Psychiatry of Old Age,4939,4810,97.38813525005064, Highland,low population
2017-07-01,Jul,2017,S08000022,All Specialties,4971,3166,63.68939851136593, Highland,low population
2018-07-01,Jul,2018,S08000022,Trauma and Orthopaedic Surgery,5029,4254,84.5893815867966, Highland,low population
2019-07-01,Jul,2019,S08000022,Trauma and Orthopaedic Surgery,5088,4001,78.6360062893082, Highland,low population
2019-07-01,Jul,2019,S08000022,Trauma and Orthopaedic Surgery,5095,4008,78.66535819430817, Highland,low population
2020-07-01,Jul,2020,S08000022,Other Grouping,5108,0,0, Highland,low population
2020-07-01,Jul,2020,S08000022,Unspecified,5108,0,0, Highland,low population
2020-07-01,Jul,2020,S08000022,General Surgery,5409,4718,87.22499537807359, Highland,low population
2018-07-01,Jul,2018,S08000022,Psychiatry of Old Age,5610,5466,97.43315508021392, Highland,low population
2018-07-01,Jul,2018,S08000022,Geriatric Medicine - units other than long stay,5655,5612,99.2396109637489, Highland,low population
2021-07-01,Jul,2021,S08000022,General Surgery,5940,5306,89.32659932659935, Highland,low population
2017-07-01,Jul,2017,S08000022,Psychiatry of Old Age,6161,5617,91.17026456744036, Highland,low population
2019-07-01,Jul,2019,S08000022,General Surgery,6209,5133,82.67031728136577, Highland,low population
2017-07-01,Jul,2017,S08000022,Geriatric Medicine - units other than long stay,6275,5735,91.394422310757, Highland,low population
2017-07-01,Jul,2017,S08000022,General Surgery,6307,5500,87.20469319803395, Highland,low population
2018-07-01,Jul,2018,S08000022,General Surgery,6358,5021,78.97137464611517, Highland,low population
2020-07-01,Jul,2020,S08000022,Geriatric Medicine - units other than long stay,6451,5777,89.55200744070689, Highland,low population
2020-07-01,Jul,2020,S08000022,General Psychiatry (Mental Illness),6668,5490,82.33353329334133, Highland,low population
2020-07-01,Jul,2020,S08000022,General Surgery,6732,6041,89.73559120617946, Highland,low population
2019-07-01,Jul,2019,S08000022,Geriatric Medicine - units other than long stay,6947,6800,97.88397869583991, Highland,low population
2020-07-01,Jul,2020,S08000022,General Medicine,7065,6439,91.13941967445152, Highland,low population
2021-07-01,Jul,2021,S08000022,General Psychiatry (Mental Illness),7128,6397,89.7446689113356, Highland,low population
2021-07-01,Jul,2021,S08000022,General Medicine,7492,6804,90.81687132941803, Highland,low population
2021-07-01,Jul,2021,S08000022,Geriatric Medicine - units other than long stay,7522,7266,96.59664982717364, Highland,low population
2018-07-01,Jul,2018,S08000022,General Medicine,7537,6835,90.68594931670424, Highland,low population
2019-07-01,Jul,2019,S08000022,General Medicine,7812,7419,94.96927803379415, Highland,low population
2017-07-01,Jul,2017,S08000022,General Medicine,7975,7558,94.77115987460816, Highland,low population
2021-07-01,Jul,2021,S08000022,General Surgery,8012,7140,89.11632551173241, Highland,low population
2018-07-01,Jul,2018,S08000022,General Psychiatry (Mental Illness),8350,6701,80.25149700598803, Highland,low population
2019-07-01,Jul,2019,S08000022,General Psychiatry (Mental Illness),8449,6984,82.66066990176354, Highland,low population
2019-07-01,Jul,2019,S08000022,General Surgery,8517,6856,80.49782787366445, Highland,low population
2017-07-01,Jul,2017,S08000022,General Surgery,8844,7046,79.66983265490728, Highland,low population
2018-07-01,Jul,2018,S08000022,General Surgery,8930,6856,76.77491601343787, Highland,low population
2017-07-01,Jul,2017,S08000022,General Psychiatry (Mental Illness),9796,6853,69.9571253572887, Highland,low population
2021-07-01,Jul,2021,S08000022,Mental Health Grouping,9966,9174,92.05298013245032, Highland,low population
2020-07-01,Jul,2020,S08000022,Mental Health Grouping,11015,8866,80.49024058102587, Highland,low population
2020-07-01,Jul,2020,S08000022,Surgery Grouping,11432,8880,77.67669699090274, Highland,low population
2021-07-01,Jul,2021,S08000022,Surgery Grouping,12586,10501,83.43397425711109, Highland,low population
2020-07-01,Jul,2020,S08000022,Surgery Grouping,12802,10250,80.06561474769569, Highland,low population
2020-07-01,Jul,2020,S08000022,General Medicine,12806,11166,87.19350304544747, Highland,low population
2017-07-01,Jul,2017,S08000022,Surgery Grouping,12906,10620,82.28730822873084, Highland,low population
2019-07-01,Jul,2019,S08000022,Mental Health Grouping,13388,11794,88.09381535703616, Highland,low population
2019-07-01,Jul,2019,S08000022,Surgery Grouping,13499,10813,80.10222979479963, Highland,low population
2018-07-01,Jul,2018,S08000022,Surgery Grouping,13824,10779,77.9730902777778, Highland,low population
2019-07-01,Jul,2019,S08000022,General Medicine,13953,13027,93.3634343868702, Highland,low population
2018-07-01,Jul,2018,S08000022,Mental Health Grouping,13960,12167,87.15616045845275, Highland,low population
2021-07-01,Jul,2021,S08000022,Community Grouping,14333,11712,81.71352822158657, Highland,low population
2021-07-01,Jul,2021,S08000022,GP Other than Obstetrics,14333,11712,81.71352822158657, Highland,low population
2021-07-01,Jul,2021,S08000022,General Medicine,14456,13273,91.81654676258997, Highland,low population
2018-07-01,Jul,2018,S08000022,General Medicine,14580,13307,91.26886145404666, Highland,low population
2021-07-01,Jul,2021,S08000022,Surgery Grouping,14676,12353,84.17143635868085, Highland,low population
2017-07-01,Jul,2017,S08000022,General Medicine,14940,13892,92.98527443105758, Highland,low population
2017-07-01,Jul,2017,S08000022,Surgery Grouping,15488,12211,78.84168388429754, Highland,low population
2020-07-01,Jul,2020,S08000022,Community Grouping,15578,10151,65.16240852484273, Highland,low population
2020-07-01,Jul,2020,S08000022,GP Other than Obstetrics,15578,10151,65.16240852484273, Highland,low population
2019-07-01,Jul,2019,S08000022,Surgery Grouping,15814,12543,79.31579613001139, Highland,low population
2017-07-01,Jul,2017,S08000022,Mental Health Grouping,16018,12531,78.23074041703086, Highland,low population
2018-07-01,Jul,2018,S08000022,Surgery Grouping,16553,12771,77.15217785295718, Highland,low population
2020-07-01,Jul,2020,S08000022,Medical Grouping,18654,17220,92.3126407204889, Highland,low population
2018-07-01,Jul,2018,S08000022,Community Grouping,18690,14352,76.7897271268058, Highland,low population
2018-07-01,Jul,2018,S08000022,GP Other than Obstetrics,18690,14352,76.7897271268058, Highland,low population
2019-07-01,Jul,2019,S08000022,GP Other than Obstetrics,19134,14925,78.00250862339293, Highland,low population
2019-07-01,Jul,2019,S08000022,Community Grouping,19137,14928,78.00595704655905, Highland,low population
2017-07-01,Jul,2017,S08000022,Community Grouping,19150,14110,73.68146214099218, Highland,low population
2017-07-01,Jul,2017,S08000022,GP Other than Obstetrics,19150,14110,73.68146214099218, Highland,low population
2018-07-01,Jul,2018,S08000022,Medical Grouping,20483,19454,94.97632182785723, Highland,low population
2017-07-01,Jul,2017,S08000022,Medical Grouping,21161,20212,95.51533481404468, Highland,low population
2019-07-01,Jul,2019,S08000022,Medical Grouping,22024,20919,94.98274609516892, Highland,low population
2021-07-01,Jul,2021,S08000022,Medical Grouping,22276,21188,95.11581971628662, Highland,low population
2020-07-01,Jul,2020,S08000022,All Acute,30086,26100,86.75131290301138, Highland,low population
2020-07-01,Jul,2020,S08000022,Medical Grouping,30529,26686,87.41196894755808, Highland,low population
2018-07-01,Jul,2018,S08000022,Medical Grouping,31970,29748,93.0497341257429, Highland,low population
2017-07-01,Jul,2017,S08000022,Medical Grouping,33114,30393,91.7829316905237, Highland,low population
2017-07-01,Jul,2017,S08000022,All Acute,34067,30832,90.50400681010947, Highland,low population
2019-07-01,Jul,2019,S08000022,Medical Grouping,34229,31837,93.01177364223322, Highland,low population
2018-07-01,Jul,2018,S08000022,All Acute,34307,30233,88.12487247500512, Highland,low population
2021-07-01,Jul,2021,S08000022,All Acute,34862,31689,90.89839940336184, Highland,low population
2021-07-01,Jul,2021,S08000022,Medical Grouping,35012,32939,94.07917285502114, Highland,low population
2019-07-01,Jul,2019,S08000022,All Acute,35523,31732,89.32804098752922, Highland,low population
2020-07-01,Jul,2020,S08000022,All Specialties,38897,29242,75.17803429570405, Highland,low population
2017-07-01,Jul,2017,S08000022,All Specialties,41234,34864,84.55158364456518, Highland,low population
2018-07-01,Jul,2018,S08000022,All Specialties,41304,33909,82.09616502033704, Highland,low population
2021-07-01,Jul,2021,S08000022,All Specialties,42147,35302,83.75922366953758, Highland,low population
2019-07-01,Jul,2019,S08000022,All Specialties,42355,35651,84.1718805335852, Highland,low population
2020-07-01,Jul,2020,S08000022,All Acute,43331,36936,85.2415130045464, Highland,low population
2018-07-01,Jul,2018,S08000022,All Acute,48523,42519,87.62648640850732, Highland,low population
2017-07-01,Jul,2017,S08000022,All Acute,48602,42604,87.65894407637548, Highland,low population
2021-07-01,Jul,2021,S08000022,All Acute,49688,45292,91.15279343100951, Highland,low population
2019-07-01,Jul,2019,S08000022,All Acute,50043,44380,88.6837319904882, Highland,low population
2020-07-01,Jul,2020,S08000022,All Specialties,83128,59671,71.78207102300068, Highland,low population
2021-07-01,Jul,2021,S08000022,All Specialties,83886,70337,83.84831795532033, Highland,low population
2018-07-01,Jul,2018,S08000022,All Specialties,91992,73340,79.72432385424821, Highland,low population
2019-07-01,Jul,2019,S08000022,All Specialties,93714,75715,80.79369144418123, Highland,low population
2017-07-01,Jul,2017,S08000022,All Specialties,95447,73950,77.47755298752189, Highland,low population
2016-10-01,Oct,2016,S08000022,Community Dental Practice,1,1,100, Highland,low population
2016-10-01,Oct,2016,S08000022,Dental Grouping,1,1,100, Highland,low population
2016-10-01,Oct,2016,S08000022,Geriatric Medicine - units other than long stay,1,1,100, Highland,low population
2016-10-01,Oct,2016,S08000022,Obstetrics,1,1,100, Highland,low population
2017-10-01,Oct,2017,S08000022,Dental Grouping,1,1,100, Highland,low population
2017-10-01,Oct,2017,S08000022,Oral Surgery,1,1,100, Highland,low population
2017-10-01,Oct,2017,S08000022,Plastic Surgery,1,1,100, Highland,low population
2017-10-01,Oct,2017,S08000022,Rheumatology,1,1,100, Highland,low population
2018-10-01,Oct,2018,S08000022,Community Dental Practice,1,1,100, Highland,low population
2018-10-01,Oct,2018,S08000022,Dental Grouping,1,1,100, Highland,low population
2019-10-01,Oct,2019,S08000022,Dental Grouping,1,1,100, Highland,low population
2019-10-01,Oct,2019,S08000022,Gynaecology,1,1,100, Highland,low population
2019-10-01,Oct,2019,S08000022,Oral Surgery,1,1,100, Highland,low population
2019-10-01,Oct,2019,S08000022,Paediatrics,1,1,100, Highland,low population
2019-10-01,Oct,2019,S08000022,Paediatrics Grouping,1,1,100, Highland,low population
2020-10-01,Oct,2020,S08000022,Community Dental Practice,1,1,100, Highland,low population
2020-10-01,Oct,2020,S08000022,Dental Grouping,1,1,100, Highland,low population
2020-10-01,Oct,2020,S08000022,Dermatology,1,1,100, Highland,low population
2020-10-01,Oct,2020,S08000022,Endocrinology & Diabetes,1,1,100, Highland,low population
2020-10-01,Oct,2020,S08000022,Oral Surgery,1,1,100, Highland,low population
2020-10-01,Oct,2020,S08000022,Plastic Surgery,1,1,100, Highland,low population
2021-10-01,Oct,2021,S08000022,Clinical Radiology,1,1,100, Highland,low population
2021-10-01,Oct,2021,S08000022,Plastic Surgery,1,1,100, Highland,low population
2017-10-01,Oct,2017,S08000022,Community Dental Practice,2,2,100, Highland,low population
2017-10-01,Oct,2017,S08000022,Dental Grouping,2,2,100, Highland,low population
2017-10-01,Oct,2017,S08000022,Midwifery,2,2,100, Highland,low population
2017-10-01,Oct,2017,S08000022,Obstetrics,2,2,100, Highland,low population
2019-10-01,Oct,2019,S08000022,Paediatric Surgery,2,2,100, Highland,low population
2020-10-01,Oct,2020,S08000022,Dental Grouping,2,2,100, Highland,low population
2020-10-01,Oct,2020,S08000022,Obstetrics,2,2,100, Highland,low population
2020-10-01,Oct,2020,S08000022,Paediatric Surgery,2,2,100, Highland,low population
2020-10-01,Oct,2020,S08000022,Paediatrics,2,2,100, Highland,low population
2020-10-01,Oct,2020,S08000022,Paediatrics Grouping,2,2,100, Highland,low population
2021-10-01,Oct,2021,S08000022,Dental Grouping,2,2,100, Highland,low population
2021-10-01,Oct,2021,S08000022,Oral Surgery,2,2,100, Highland,low population
2016-10-01,Oct,2016,S08000022,Cardiology,3,3,100, Highland,low population
2017-10-01,Oct,2017,S08000022,Dental Grouping,3,3,100, Highland,low population
2018-10-01,Oct,2018,S08000022,Paediatric Surgery,3,3,100, Highland,low population
2019-10-01,Oct,2019,S08000022,Community Grouping,3,3,100, Highland,low population
2019-10-01,Oct,2019,S08000022,GP Other than Obstetrics,3,3,100, Highland,low population
2019-10-01,Oct,2019,S08000022,Obstetrics,3,3,100, Highland,low population
2016-10-01,Oct,2016,S08000022,Rheumatology,4,4,100, Highland,low population
2017-10-01,Oct,2017,S08000022,Endocrinology & Diabetes,4,4,100, Highland,low population
2017-10-01,Oct,2017,S08000022,Neurology,4,4,100, Highland,low population
2018-10-01,Oct,2018,S08000022,Dermatology,4,4,100, Highland,low population
2019-10-01,Oct,2019,S08000022,Endocrinology & Diabetes,4,4,100, Highland,low population
2021-10-01,Oct,2021,S08000022,Gynaecology,4,4,100, Highland,low population
2020-10-01,Oct,2020,S08000022,Cardiology,5,5,100, Highland,low population
2021-10-01,Oct,2021,S08000022,Endocrinology & Diabetes,7,7,100, Highland,low population
2021-10-01,Oct,2021,S08000022,Neurology,7,7,100, Highland,low population
2021-10-01,Oct,2021,S08000022,Rehabilitation Medicine,8,0,0, Highland,low population
2018-10-01,Oct,2018,S08000022,Community Grouping,8,8,100, Highland,low population
2018-10-01,Oct,2018,S08000022,GP Other than Obstetrics,8,8,100, Highland,low population
2016-10-01,Oct,2016,S08000022,Haematology,9,9,100, Highland,low population
2017-10-01,Oct,2017,S08000022,Community Grouping,9,9,100, Highland,low population
2017-10-01,Oct,2017,S08000022,GP Other than Obstetrics,9,9,100, Highland,low population
2016-10-01,Oct,2016,S08000022,Paediatric Surgery,11,11,100, Highland,low population
2016-10-01,Oct,2016,S08000022,Community Grouping,13,13,100, Highland,low population
2016-10-01,Oct,2016,S08000022,GP Other than Obstetrics,13,13,100, Highland,low population
2019-10-01,Oct,2019,S08000022,Gastroenterology,13,13,100, Highland,low population
2020-10-01,Oct,2020,S08000022,Community Grouping,16,16,100, Highland,low population
2020-10-01,Oct,2020,S08000022,GP Other than Obstetrics,16,16,100, Highland,low population
2017-10-01,Oct,2017,S08000022,Gynaecology,19,19,100, Highland,low population
2018-10-01,Oct,2018,S08000022,Gynaecology,23,23,100, Highland,low population
2016-10-01,Oct,2016,S08000022,Gynaecology,35,35,100, Highland,low population
2018-10-01,Oct,2018,S08000022,Rehabilitation Medicine,39,39,100, Highland,low population
2020-10-01,Oct,2020,S08000022,Ophthalmology,58,58,100, Highland,low population
2019-10-01,Oct,2019,S08000022,Rehabilitation Medicine,81,0,0, Highland,low population
2019-10-01,Oct,2019,S08000022,GP Obstetrics,89,0,0, Highland,low population
2020-10-01,Oct,2020,S08000022,GP Obstetrics,90,0,0, Highland,low population
2018-10-01,Oct,2018,S08000022,GP Obstetrics,92,0,0, Highland,low population
2018-10-01,Oct,2018,S08000022,Women and Newborn Grouping,92,0,0, Highland,low population
2021-10-01,Oct,2021,S08000022,GP Obstetrics,92,0,0, Highland,low population
2021-10-01,Oct,2021,S08000022,Women and Newborn Grouping,92,0,0, Highland,low population
2016-10-01,Oct,2016,S08000022,Obstetrics,92,1,1.0869565217391306, Highland,low population
2016-10-01,Oct,2016,S08000022,Women and Newborn Grouping,92,1,1.0869565217391306, Highland,low population
2018-10-01,Oct,2018,S08000022,Obstetrics,92,1,1.0869565217391306, Highland,low population
2018-10-01,Oct,2018,S08000022,Women and Newborn Grouping,92,1,1.0869565217391306, Highland,low population
2020-10-01,Oct,2020,S08000022,Obstetrics,92,1,1.0869565217391306, Highland,low population
2020-10-01,Oct,2020,S08000022,Women and Newborn Grouping,92,1,1.0869565217391306, Highland,low population
2021-10-01,Oct,2021,S08000022,Obstetrics,92,1,1.0869565217391306, Highland,low population
2021-10-01,Oct,2021,S08000022,Women and Newborn Grouping,92,1,1.0869565217391306, Highland,low population
2020-10-01,Oct,2020,S08000022,Women and Newborn Grouping,92,2,2.173913043478261, Highland,low population
2017-10-01,Oct,2017,S08000022,Obstetrics,92,3,3.260869565217392, Highland,low population
2017-10-01,Oct,2017,S08000022,Women and Newborn Grouping,92,3,3.260869565217392, Highland,low population
2019-10-01,Oct,2019,S08000022,Women and Newborn Grouping,92,3,3.260869565217392, Highland,low population
2019-10-01,Oct,2019,S08000022,Obstetrics,92,4,4.347826086956522, Highland,low population
2019-10-01,Oct,2019,S08000022,Women and Newborn Grouping,92,4,4.347826086956522, Highland,low population
2021-10-01,Oct,2021,S08000022,Ophthalmology,104,104,100, Highland,low population
2019-10-01,Oct,2019,S08000022,Ophthalmology,120,120,100, Highland,low population
2017-10-01,Oct,2017,S08000022,Rehabilitation Medicine,126,0,0, Highland,low population
2019-10-01,Oct,2019,S08000022,Other Grouping,157,0,0, Highland,low population
2019-10-01,Oct,2019,S08000022,Unspecified,157,0,0, Highland,low population
2018-10-01,Oct,2018,S08000022,Ophthalmology,159,95,59.74842767295598, Highland,low population
2017-10-01,Oct,2017,S08000022,Rehabilitation Medicine,164,164,100, Highland,low population
2017-10-01,Oct,2017,S08000022,GP Obstetrics,182,0,0, Highland,low population
2016-10-01,Oct,2016,S08000022,GP Obstetrics,183,0,0, Highland,low population
2016-10-01,Oct,2016,S08000022,Women and Newborn Grouping,184,1,0.5434782608695653, Highland,low population
2017-10-01,Oct,2017,S08000022,Midwifery,184,1,0.5434782608695653, Highland,low population
2018-10-01,Oct,2018,S08000022,Midwifery,184,1,0.5434782608695653, Highland,low population
2021-10-01,Oct,2021,S08000022,Midwifery,184,1,0.5434782608695653, Highland,low population
2017-10-01,Oct,2017,S08000022,Women and Newborn Grouping,184,2,1.0869565217391306, Highland,low population
