date_ym,year,health_board,hospital_id,hospital_name,department_type,total_attendance,wait_lt_4hrs,wait_gt_4hrs,wait_gt_8hrs,wait_gt_12hrs,is_covid_year
2010-07-01,2010,Dumfries and Galloway,Y106H,Kirkcudbright Cottage Hospital,Minor Injury Unit or Other,76,76,0,0,0,FALSE
2010-07-01,2010,Dumfries and Galloway,Y109H,Moffat Community Hospital,Minor Injury Unit or Other,29,29,0,0,0,FALSE
2010-07-01,2010,Dumfries and Galloway,Y110H,Newton Stewart Hospital,Minor Injury Unit or Other,61,61,0,0,0,FALSE
2010-07-01,2010,Dumfries and Galloway,Y144H,Galloway Community Hospital,Emergency Department,1064,1040,24,1,0,FALSE
2010-07-01,2010,Dumfries and Galloway,Y146H,Dumfries & Galloway Royal Infirmary,Emergency Department,3061,2932,129,1,0,FALSE
2010-07-01,2010,Fife,F704H,Victoria Hospital,Emergency Department,3236,3130,106,12,1,FALSE
2010-07-01,2010,Fife,F708H,Adamson Hospital,Minor Injury Unit or Other,127,127,0,0,0,FALSE
2010-07-01,2010,Fife,F709H,St Andrews Community Hospital,Minor Injury Unit or Other,333,333,0,0,0,FALSE
2010-07-01,2010,Fife,F805H,Queen Margaret Hospital,Emergency Department,3635,3438,197,8,0,FALSE
2010-07-01,2010,Forth Valley,V102H,Falkirk Community Hospital,Minor Injury Unit or Other,1522,1521,1,0,0,FALSE
2010-07-01,2010,Forth Valley,V201H,Stirling Community Hospital,Emergency Department,4653,4495,158,3,0,FALSE
2010-07-01,2010,Grampian,N101H,Aberdeen Royal Infirmary,Emergency Department,5238,5162,76,3,0,FALSE
2010-07-01,2010,Grampian,N121H,Royal Aberdeen Children's Hospital,Emergency Department,1270,1265,5,0,0,FALSE
2010-07-01,2010,Grampian,N151H,Aboyne Hospital,Minor Injury Unit or Other,118,118,0,0,0,FALSE
2010-07-01,2010,Grampian,N331H,Inverurie Hospital,Minor Injury Unit or Other,36,36,0,0,0,FALSE
2010-07-01,2010,Grampian,N332H,Insch & District War Memorial Hosp.,Minor Injury Unit or Other,83,83,0,0,0,FALSE
2010-07-01,2010,Grampian,N333H,Peterhead Community Hospital,Minor Injury Unit or Other,1124,1122,2,0,0,FALSE
2010-07-01,2010,Grampian,N334H,Fraserburgh Hospital,Minor Injury Unit or Other,813,813,0,0,0,FALSE
2010-07-01,2010,Grampian,N335H,Jubilee Hospital,Minor Injury Unit or Other,289,289,0,0,0,FALSE
2010-07-01,2010,Grampian,N336H,Turriff Cottage Hospital,Minor Injury Unit or Other,184,184,0,0,0,FALSE
2010-07-01,2010,Grampian,N337H,Chalmers Hospital,Minor Injury Unit or Other,326,326,0,0,0,FALSE
2010-07-01,2010,Grampian,N411H,Dr Gray's Hospital,Emergency Department,1861,1842,19,1,0,FALSE
2010-07-01,2010,Grampian,N431H,Seafield Hospital,Minor Injury Unit or Other,86,86,0,0,0,FALSE
2010-07-01,2010,Grampian,N432H,Stephen Cottage Hospital,Minor Injury Unit or Other,38,38,0,0,0,FALSE
2010-07-01,2010,Grampian,N433H,Turner Memorial Hospital,Minor Injury Unit or Other,90,90,0,0,0,FALSE
2010-07-01,2010,Grampian,N434H,Leanchoil Hospital,Minor Injury Unit or Other,85,85,0,0,0,FALSE
2010-07-01,2010,Grampian,N451H,Fleming Cottage Hospital,Minor Injury Unit or Other,29,29,0,0,0,FALSE
2010-07-01,2010,Grampian,N494H,Kincardine Community Hospital,Minor Injury Unit or Other,113,113,0,0,0,FALSE
2010-07-01,2010,Greater Glasgow and Clyde,C206H,Vale of Leven General Hospital,Minor Injury Unit or Other,1237,1231,6,1,0,FALSE
2010-07-01,2010,Greater Glasgow and Clyde,C313H,Inverclyde Royal Hospital,Emergency Department,2832,2764,68,0,0,FALSE
2010-07-01,2010,Greater Glasgow and Clyde,C418H,Royal Alexandra Hospital,Emergency Department,5892,5729,163,1,0,FALSE
2010-07-01,2010,Greater Glasgow and Clyde,G107H,Glasgow Royal Infirmary,Emergency Department,6212,6025,187,0,0,FALSE
2010-07-01,2010,Greater Glasgow and Clyde,G207H,Stobhill Hospital,Emergency Department,3566,3542,24,2,0,FALSE
2010-07-01,2010,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Minor Injury Unit or Other,1242,1241,1,1,0,FALSE
2010-07-01,2010,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Emergency Department,5173,5064,109,8,3,FALSE
2010-07-01,2010,Greater Glasgow and Clyde,G405H,Queen Elizabeth University Hospital,Emergency Department,3883,3783,100,1,0,FALSE
2010-07-01,2010,Greater Glasgow and Clyde,G513H,Royal Hospital for Children,Emergency Department,2904,2862,42,0,0,FALSE
2010-07-01,2010,Greater Glasgow and Clyde,G516H,West Glasgow,Emergency Department,5107,4977,130,1,0,FALSE
2010-07-01,2010,Highland,C106H,Cowal Community Hospital,Minor Injury Unit or Other,599,591,8,0,0,FALSE
2010-07-01,2010,Highland,C108H,Islay Hospital,Minor Injury Unit or Other,106,104,2,0,0,FALSE
2010-07-01,2010,Highland,C113H,Victoria Hospital,Minor Injury Unit or Other,358,354,4,0,0,FALSE
2010-07-01,2010,Highland,C117J,NA,Minor Injury Unit or Other,47,46,1,0,0,FALSE
2010-07-01,2010,Highland,C121H,Lorn & Islands Hospital,Emergency Department,552,548,4,0,0,FALSE
2010-07-01,2010,Highland,C122H,Campbeltown Hospital,Minor Injury Unit or Other,545,537,8,0,0,FALSE
2010-07-01,2010,Highland,H101H,Dunbar Hospital,Minor Injury Unit or Other,186,185,1,0,0,FALSE
2010-07-01,2010,Highland,H103H,Caithness General Hospital,Emergency Department,564,554,10,0,0,FALSE
2010-07-01,2010,Highland,H106H,Lawson Memorial Hospital,Minor Injury Unit or Other,58,58,0,0,0,FALSE
2010-07-01,2010,Highland,H202H,Raigmore Hospital,Emergency Department,2723,2684,39,0,0,FALSE
2010-07-01,2010,Highland,H208H,Nairn Town and County Hospital,Minor Injury Unit or Other,353,353,0,0,0,FALSE
2010-07-01,2010,Highland,H210H,Ian Charles Community Hospital,Minor Injury Unit or Other,110,110,0,0,0,FALSE
2010-07-01,2010,Highland,H212H,Belford Hospital,Emergency Department,962,961,1,0,0,FALSE
2010-07-01,2010,Highland,H214H,Mackinnon Memorial Hospital,Minor Injury Unit or Other,380,380,0,0,0,FALSE
2010-07-01,2010,Highland,H215H,Portree Hospital,Minor Injury Unit or Other,293,293,0,0,0,FALSE
2010-07-01,2010,Highland,H217H,Ross Memorial Hospital,Minor Injury Unit or Other,198,197,1,0,0,FALSE
2010-07-01,2010,Highland,H219H,County Community Hospital Invergordon,Minor Injury Unit or Other,124,124,0,0,0,FALSE
2010-07-01,2010,Highland,H224H,Mid-Argyll Community Hospital and Integrated Care Centre,Minor Injury Unit or Other,347,346,1,0,0,FALSE
2010-07-01,2010,Highland,H227B,NA,Minor Injury Unit or Other,241,241,0,0,0,FALSE
2010-07-01,2010,Lanarkshire,L106H,University Hospital Monklands,Emergency Department,5670,5611,59,0,0,FALSE
2010-07-01,2010,Lanarkshire,L206H,Kello Hospital,Minor Injury Unit or Other,43,43,0,0,0,FALSE
2010-07-01,2010,Lanarkshire,L207H,Lady Home Cottage Hospital,Minor Injury Unit or Other,109,109,0,0,0,FALSE
2010-07-01,2010,Lanarkshire,L302H,University Hospital Hairmyres,Emergency Department,4584,4416,168,24,2,FALSE
2010-07-01,2010,Lanarkshire,L308H,University Hospital Wishaw,Emergency Department,5550,5447,103,0,0,FALSE
2010-07-01,2010,Lothian,S102H,Belhaven Hospital,Minor Injury Unit or Other,27,27,0,0,0,FALSE
2010-07-01,2010,Lothian,S108H,Edington Cottage Hospital,Minor Injury Unit or Other,209,209,0,0,0,FALSE
2010-07-01,2010,Lothian,S116H,Western General Hospital,Minor Injury Unit or Other,2863,2845,18,2,1,FALSE
2010-07-01,2010,Lothian,S308H,St John's Hospital,Emergency Department,4047,3882,165,17,0,FALSE
2010-07-01,2010,Lothian,S314H,Royal Infirmary of Edinburgh at Little France,Emergency Department,9093,8674,419,38,0,FALSE
2010-07-01,2010,Lothian,S319H,Royal Hospital for Children and Young People,Emergency Department,2579,2563,16,0,0,FALSE
2010-07-01,2010,Orkney,R103H,The Balfour,Minor Injury Unit or Other,293,291,2,0,0,FALSE
2010-07-01,2010,Shetland,Z102H,Gilbert Bain Hospital,Emergency Department,727,725,2,0,0,FALSE
2010-07-01,2010,Tayside,T101H,Ninewells Hospital,Emergency Department,4086,4040,46,0,0,FALSE
2010-07-01,2010,Tayside,T202H,Perth Royal Infirmary,Emergency Department,2149,2130,19,1,0,FALSE
2010-07-01,2010,Tayside,T205H,St Margaret's Hospital,Minor Injury Unit or Other,32,32,0,0,0,FALSE
2010-07-01,2010,Tayside,T207H,Aberfeldy Cottage Hospital,Minor Injury Unit or Other,9,9,0,0,0,FALSE
2010-07-01,2010,Tayside,T209H,Blairgowrie & Rattray Cottage Hospital,Minor Injury Unit or Other,290,290,0,0,0,FALSE
2010-07-01,2010,Tayside,T304H,Arbroath Infirmary,Minor Injury Unit or Other,1190,1190,0,0,0,FALSE
2010-07-01,2010,Tayside,T305H,Brechin Infirmary,Minor Injury Unit or Other,280,280,0,0,0,FALSE
2010-07-01,2010,Tayside,T316H,Crieff Community Hospital,Minor Injury Unit or Other,212,212,0,0,0,FALSE
2010-07-01,2010,Tayside,T319H,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,648,648,0,0,0,FALSE
2010-07-01,2010,Tayside,T320H,Pitlochry Community Hospital,Minor Injury Unit or Other,174,174,0,0,0,FALSE
2010-07-01,2010,Tayside,T357C,NA,Minor Injury Unit or Other,624,624,0,0,0,FALSE
2010-07-01,2010,Western Isles,W106H,St Brendans Cot Hospital,Minor Injury Unit or Other,50,50,0,0,0,FALSE
2010-07-01,2010,Western Isles,W107H,Western Isles Hospital,Emergency Department,600,594,6,0,0,FALSE
2010-07-01,2010,Western Isles,W108H,Uist & Barra Hospital,Minor Injury Unit or Other,116,116,0,0,0,FALSE
2010-08-01,2010,Ayrshire and Arran,A101H,Arran War Memorial Hospital,Minor Injury Unit or Other,304,304,0,0,0,FALSE
2010-08-01,2010,Ayrshire and Arran,A110H,Lady Margaret Hospital,Minor Injury Unit or Other,64,64,0,0,0,FALSE
2010-08-01,2010,Ayrshire and Arran,A111H,University Hospital Crosshouse,Emergency Department,6138,5822,316,3,0,FALSE
2010-08-01,2010,Ayrshire and Arran,A210H,University Hospital Ayr,Emergency Department,3958,3805,153,7,0,FALSE
2010-08-01,2010,Ayrshire and Arran,A216H,Girvan Community Hospital,Minor Injury Unit or Other,137,137,0,0,0,FALSE
2010-08-01,2010,Borders,B103H,The Knoll Hospital,Minor Injury Unit or Other,19,19,0,0,0,FALSE
2010-08-01,2010,Borders,B105H,Hawick Community  Hospital,Minor Injury Unit or Other,114,114,0,0,0,FALSE
2010-08-01,2010,Borders,B114H,Kelso Hospital,Minor Injury Unit or Other,35,35,0,0,0,FALSE
2010-08-01,2010,Borders,B118H,Hay Lodge Hospital,Minor Injury Unit or Other,94,94,0,0,0,FALSE
2010-08-01,2010,Borders,B120H,Borders General Hospital,Emergency Department,1962,1923,39,0,0,FALSE
2010-08-01,2010,Dumfries and Galloway,Y101H,Castle Douglas Community Hospital,Minor Injury Unit or Other,82,82,0,0,0,FALSE
2010-08-01,2010,Dumfries and Galloway,Y106H,Kirkcudbright Cottage Hospital,Minor Injury Unit or Other,124,124,0,0,0,FALSE
2010-08-01,2010,Dumfries and Galloway,Y109H,Moffat Community Hospital,Minor Injury Unit or Other,29,29,0,0,0,FALSE
2010-08-01,2010,Dumfries and Galloway,Y110H,Newton Stewart Hospital,Minor Injury Unit or Other,61,61,0,0,0,FALSE
2010-08-01,2010,Dumfries and Galloway,Y144H,Galloway Community Hospital,Emergency Department,1090,1074,16,1,0,FALSE
2010-08-01,2010,Dumfries and Galloway,Y146H,Dumfries & Galloway Royal Infirmary,Emergency Department,3166,3007,159,3,0,FALSE
2010-08-01,2010,Fife,F704H,Victoria Hospital,Emergency Department,3351,3166,185,9,0,FALSE
2010-08-01,2010,Fife,F708H,Adamson Hospital,Minor Injury Unit or Other,114,114,0,0,0,FALSE
2010-08-01,2010,Fife,F709H,St Andrews Community Hospital,Minor Injury Unit or Other,352,352,0,0,0,FALSE
2010-08-01,2010,Fife,F805H,Queen Margaret Hospital,Emergency Department,3742,3576,166,9,0,FALSE
2010-08-01,2010,Forth Valley,V102H,Falkirk Community Hospital,Minor Injury Unit or Other,1799,1797,2,0,0,FALSE
2010-08-01,2010,Forth Valley,V201H,Stirling Community Hospital,Emergency Department,5022,4842,180,5,0,FALSE
2010-08-01,2010,Grampian,N101H,Aberdeen Royal Infirmary,Emergency Department,5537,5370,167,10,0,FALSE
2010-08-01,2010,Grampian,N121H,Royal Aberdeen Children's Hospital,Emergency Department,1477,1469,8,0,0,FALSE
2010-08-01,2010,Grampian,N151H,Aboyne Hospital,Minor Injury Unit or Other,123,123,0,0,0,FALSE
2010-08-01,2010,Grampian,N331H,Inverurie Hospital,Minor Injury Unit or Other,48,48,0,0,0,FALSE
2010-08-01,2010,Grampian,N332H,Insch & District War Memorial Hosp.,Minor Injury Unit or Other,63,63,0,0,0,FALSE
2010-08-01,2010,Grampian,N333H,Peterhead Community Hospital,Minor Injury Unit or Other,1091,1089,2,0,0,FALSE
2010-08-01,2010,Grampian,N334H,Fraserburgh Hospital,Minor Injury Unit or Other,812,809,3,0,0,FALSE
2010-08-01,2010,Grampian,N335H,Jubilee Hospital,Minor Injury Unit or Other,253,252,1,0,0,FALSE
2010-08-01,2010,Grampian,N336H,Turriff Cottage Hospital,Minor Injury Unit or Other,212,212,0,0,0,FALSE
2010-08-01,2010,Grampian,N337H,Chalmers Hospital,Minor Injury Unit or Other,395,395,0,0,0,FALSE
2010-08-01,2010,Grampian,N411H,Dr Gray's Hospital,Emergency Department,1925,1864,61,5,1,FALSE
2010-08-01,2010,Grampian,N431H,Seafield Hospital,Minor Injury Unit or Other,99,99,0,0,0,FALSE
2010-08-01,2010,Grampian,N432H,Stephen Cottage Hospital,Minor Injury Unit or Other,67,67,0,0,0,FALSE
2010-08-01,2010,Grampian,N433H,Turner Memorial Hospital,Minor Injury Unit or Other,83,83,0,0,0,FALSE
2010-08-01,2010,Grampian,N434H,Leanchoil Hospital,Minor Injury Unit or Other,103,103,0,0,0,FALSE
2010-08-01,2010,Grampian,N451H,Fleming Cottage Hospital,Minor Injury Unit or Other,49,49,0,0,0,FALSE
2010-08-01,2010,Grampian,N494H,Kincardine Community Hospital,Minor Injury Unit or Other,130,129,1,1,1,FALSE
2010-08-01,2010,Greater Glasgow and Clyde,C206H,Vale of Leven General Hospital,Minor Injury Unit or Other,1537,1527,10,0,0,FALSE
2010-08-01,2010,Greater Glasgow and Clyde,C313H,Inverclyde Royal Hospital,Emergency Department,3164,3049,115,2,0,FALSE
2010-08-01,2010,Greater Glasgow and Clyde,C418H,Royal Alexandra Hospital,Emergency Department,6443,6146,297,2,0,FALSE
2010-08-01,2010,Greater Glasgow and Clyde,G107H,Glasgow Royal Infirmary,Emergency Department,6611,6414,197,2,0,FALSE
2010-08-01,2010,Greater Glasgow and Clyde,G207H,Stobhill Hospital,Emergency Department,3903,3850,53,0,0,FALSE
2010-08-01,2010,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Minor Injury Unit or Other,1423,1423,0,0,0,FALSE
2010-08-01,2010,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Emergency Department,5337,5162,175,5,0,FALSE
2010-08-01,2010,Greater Glasgow and Clyde,G405H,Queen Elizabeth University Hospital,Emergency Department,4270,4135,135,4,0,FALSE
2010-08-01,2010,Greater Glasgow and Clyde,G513H,Royal Hospital for Children,Emergency Department,3479,3424,55,0,0,FALSE
2010-08-01,2010,Greater Glasgow and Clyde,G516H,West Glasgow,Emergency Department,4996,4851,145,2,0,FALSE
2010-08-01,2010,Highland,C106H,Cowal Community Hospital,Minor Injury Unit or Other,741,735,6,0,0,FALSE
2010-08-01,2010,Highland,C108H,Islay Hospital,Minor Injury Unit or Other,101,100,1,0,0,FALSE
2010-08-01,2010,Highland,C113H,Victoria Hospital,Minor Injury Unit or Other,388,382,6,0,0,FALSE
2010-08-01,2010,Highland,C117J,NA,Minor Injury Unit or Other,70,69,1,0,0,FALSE
2010-08-01,2010,Highland,C121H,Lorn & Islands Hospital,Emergency Department,621,617,4,0,0,FALSE
2010-08-01,2010,Highland,C122H,Campbeltown Hospital,Minor Injury Unit or Other,492,483,9,0,0,FALSE
2010-08-01,2010,Highland,H101H,Dunbar Hospital,Minor Injury Unit or Other,212,212,0,0,0,FALSE
2010-08-01,2010,Highland,H103H,Caithness General Hospital,Emergency Department,570,562,8,0,0,FALSE
2010-08-01,2010,Highland,H106H,Lawson Memorial Hospital,Minor Injury Unit or Other,67,67,0,0,0,FALSE
2010-08-01,2010,Highland,H202H,Raigmore Hospital,Emergency Department,2856,2764,92,2,0,FALSE
2010-08-01,2010,Highland,H208H,Nairn Town and County Hospital,Minor Injury Unit or Other,345,345,0,0,0,FALSE
2010-08-01,2010,Highland,H210H,Ian Charles Community Hospital,Minor Injury Unit or Other,129,129,0,0,0,FALSE
2010-08-01,2010,Highland,H212H,Belford Hospital,Emergency Department,996,978,18,0,0,FALSE
2010-08-01,2010,Highland,H214H,Mackinnon Memorial Hospital,Minor Injury Unit or Other,440,440,0,0,0,FALSE
2010-08-01,2010,Highland,H215H,Portree Hospital,Minor Injury Unit or Other,291,291,0,0,0,FALSE
2010-08-01,2010,Highland,H217H,Ross Memorial Hospital,Minor Injury Unit or Other,216,216,0,0,0,FALSE
2010-08-01,2010,Highland,H219H,County Community Hospital Invergordon,Minor Injury Unit or Other,84,84,0,0,0,FALSE
2010-08-01,2010,Highland,H224H,Mid-Argyll Community Hospital and Integrated Care Centre,Minor Injury Unit or Other,375,370,5,0,0,FALSE
2010-08-01,2010,Highland,H227B,NA,Minor Injury Unit or Other,246,246,0,0,0,FALSE
2010-08-01,2010,Lanarkshire,L106H,University Hospital Monklands,Emergency Department,6048,5919,129,3,0,FALSE
2010-08-01,2010,Lanarkshire,L206H,Kello Hospital,Minor Injury Unit or Other,57,57,0,0,0,FALSE
2010-08-01,2010,Lanarkshire,L207H,Lady Home Cottage Hospital,Minor Injury Unit or Other,100,100,0,0,0,FALSE
2010-08-01,2010,Lanarkshire,L302H,University Hospital Hairmyres,Emergency Department,4949,4767,182,14,0,FALSE
2010-08-01,2010,Lanarkshire,L308H,University Hospital Wishaw,Emergency Department,5824,5748,76,1,0,FALSE
2010-08-01,2010,Lothian,S102H,Belhaven Hospital,Minor Injury Unit or Other,103,103,0,0,0,FALSE
2010-08-01,2010,Lothian,S108H,Edington Cottage Hospital,Minor Injury Unit or Other,209,209,0,0,0,FALSE
2010-08-01,2010,Lothian,S116H,Western General Hospital,Minor Injury Unit or Other,3197,3147,50,3,0,FALSE
2010-08-01,2010,Lothian,S308H,St John's Hospital,Emergency Department,4305,4133,172,23,6,FALSE
2010-08-01,2010,Lothian,S314H,Royal Infirmary of Edinburgh at Little France,Emergency Department,10105,9292,813,59,1,FALSE
2010-08-01,2010,Lothian,S319H,Royal Hospital for Children and Young People,Emergency Department,2908,2881,27,0,0,FALSE
2010-08-01,2010,Orkney,R103H,The Balfour,Minor Injury Unit or Other,298,291,7,0,0,FALSE
2010-08-01,2010,Shetland,Z102H,Gilbert Bain Hospital,Emergency Department,710,707,3,0,0,FALSE
2010-08-01,2010,Tayside,T101H,Ninewells Hospital,Emergency Department,4248,4136,112,2,0,FALSE
2010-08-01,2010,Tayside,T202H,Perth Royal Infirmary,Emergency Department,2295,2278,17,0,0,FALSE
2010-08-01,2010,Tayside,T205H,St Margaret's Hospital,Minor Injury Unit or Other,33,33,0,0,0,FALSE
2010-08-01,2010,Tayside,T207H,Aberfeldy Cottage Hospital,Minor Injury Unit or Other,8,8,0,0,0,FALSE
2010-08-01,2010,Tayside,T209H,Blairgowrie & Rattray Cottage Hospital,Minor Injury Unit or Other,281,281,0,0,0,FALSE
2010-08-01,2010,Tayside,T304H,Arbroath Infirmary,Minor Injury Unit or Other,1234,1234,0,0,0,FALSE
2010-08-01,2010,Tayside,T305H,Brechin Infirmary,Minor Injury Unit or Other,325,325,0,0,0,FALSE
2010-08-01,2010,Tayside,T316H,Crieff Community Hospital,Minor Injury Unit or Other,212,212,0,0,0,FALSE
2010-08-01,2010,Tayside,T319H,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,662,662,0,0,0,FALSE
2010-08-01,2010,Tayside,T320H,Pitlochry Community Hospital,Minor Injury Unit or Other,155,155,0,0,0,FALSE
2010-08-01,2010,Tayside,T357C,NA,Minor Injury Unit or Other,736,736,0,0,0,FALSE
2010-08-01,2010,Western Isles,W106H,St Brendans Cot Hospital,Minor Injury Unit or Other,41,41,0,0,0,FALSE
2010-08-01,2010,Western Isles,W107H,Western Isles Hospital,Emergency Department,566,557,9,0,0,FALSE
2010-08-01,2010,Western Isles,W108H,Uist & Barra Hospital,Minor Injury Unit or Other,117,117,0,0,0,FALSE
2010-09-01,2010,Ayrshire and Arran,A101H,Arran War Memorial Hospital,Minor Injury Unit or Other,208,208,0,0,0,FALSE
2010-09-01,2010,Ayrshire and Arran,A110H,Lady Margaret Hospital,Minor Injury Unit or Other,54,54,0,0,0,FALSE
2010-09-01,2010,Ayrshire and Arran,A111H,University Hospital Crosshouse,Emergency Department,5668,5514,154,1,0,FALSE
2010-09-01,2010,Ayrshire and Arran,A210H,University Hospital Ayr,Emergency Department,3655,3541,114,1,0,FALSE
2010-09-01,2010,Ayrshire and Arran,A216H,Girvan Community Hospital,Minor Injury Unit or Other,119,119,0,0,0,FALSE
2010-09-01,2010,Borders,B103H,The Knoll Hospital,Minor Injury Unit or Other,26,26,0,0,0,FALSE
2010-09-01,2010,Borders,B105H,Hawick Community  Hospital,Minor Injury Unit or Other,77,77,0,0,0,FALSE
2010-09-01,2010,Borders,B114H,Kelso Hospital,Minor Injury Unit or Other,21,21,0,0,0,FALSE
2010-09-01,2010,Borders,B118H,Hay Lodge Hospital,Minor Injury Unit or Other,71,71,0,0,0,FALSE
2010-09-01,2010,Borders,B120H,Borders General Hospital,Emergency Department,1961,1927,34,2,0,FALSE
2010-09-01,2010,Dumfries and Galloway,Y101H,Castle Douglas Community Hospital,Minor Injury Unit or Other,49,49,0,0,0,FALSE
2010-09-01,2010,Dumfries and Galloway,Y106H,Kirkcudbright Cottage Hospital,Minor Injury Unit or Other,108,108,0,0,0,FALSE
2010-09-01,2010,Dumfries and Galloway,Y109H,Moffat Community Hospital,Minor Injury Unit or Other,29,29,0,0,0,FALSE
2010-09-01,2010,Dumfries and Galloway,Y110H,Newton Stewart Hospital,Minor Injury Unit or Other,49,49,0,0,0,FALSE
2010-09-01,2010,Dumfries and Galloway,Y144H,Galloway Community Hospital,Emergency Department,911,891,20,0,0,FALSE
2010-09-01,2010,Dumfries and Galloway,Y146H,Dumfries & Galloway Royal Infirmary,Emergency Department,2931,2778,153,0,0,FALSE
2010-09-01,2010,Fife,F704H,Victoria Hospital,Emergency Department,3291,3111,180,16,2,FALSE
2010-09-01,2010,Fife,F708H,Adamson Hospital,Minor Injury Unit or Other,119,119,0,0,0,FALSE
2010-09-01,2010,Fife,F709H,St Andrews Community Hospital,Minor Injury Unit or Other,434,434,0,0,0,FALSE
2010-09-01,2010,Fife,F805H,Queen Margaret Hospital,Emergency Department,3574,3376,198,15,2,FALSE
2010-09-01,2010,Forth Valley,V102H,Falkirk Community Hospital,Minor Injury Unit or Other,1549,1548,1,0,0,FALSE
2010-09-01,2010,Forth Valley,V201H,Stirling Community Hospital,Emergency Department,4895,4516,379,21,0,FALSE
2010-09-01,2010,Grampian,N101H,Aberdeen Royal Infirmary,Emergency Department,5189,5047,142,14,3,FALSE
2010-09-01,2010,Grampian,N121H,Royal Aberdeen Children's Hospital,Emergency Department,1589,1569,20,0,0,FALSE
2010-09-01,2010,Grampian,N151H,Aboyne Hospital,Minor Injury Unit or Other,91,91,0,0,0,FALSE
2010-09-01,2010,Grampian,N331H,Inverurie Hospital,Minor Injury Unit or Other,35,35,0,0,0,FALSE
2010-09-01,2010,Grampian,N332H,Insch & District War Memorial Hosp.,Minor Injury Unit or Other,65,65,0,0,0,FALSE
2010-09-01,2010,Grampian,N333H,Peterhead Community Hospital,Minor Injury Unit or Other,1095,1092,3,0,0,FALSE
2010-09-01,2010,Grampian,N334H,Fraserburgh Hospital,Minor Injury Unit or Other,863,857,6,0,0,FALSE
2010-09-01,2010,Grampian,N335H,Jubilee Hospital,Minor Injury Unit or Other,285,285,0,0,0,FALSE
2010-09-01,2010,Grampian,N336H,Turriff Cottage Hospital,Minor Injury Unit or Other,203,203,0,0,0,FALSE
2010-09-01,2010,Grampian,N337H,Chalmers Hospital,Minor Injury Unit or Other,357,357,0,0,0,FALSE
2010-09-01,2010,Grampian,N411H,Dr Gray's Hospital,Emergency Department,1935,1916,19,1,0,FALSE
2010-09-01,2010,Grampian,N431H,Seafield Hospital,Minor Injury Unit or Other,95,95,0,0,0,FALSE
2010-09-01,2010,Grampian,N432H,Stephen Cottage Hospital,Minor Injury Unit or Other,51,51,0,0,0,FALSE
2010-09-01,2010,Grampian,N433H,Turner Memorial Hospital,Minor Injury Unit or Other,91,91,0,0,0,FALSE
2010-09-01,2010,Grampian,N434H,Leanchoil Hospital,Minor Injury Unit or Other,74,74,0,0,0,FALSE
2010-09-01,2010,Grampian,N451H,Fleming Cottage Hospital,Minor Injury Unit or Other,47,47,0,0,0,FALSE
2010-09-01,2010,Grampian,N494H,Kincardine Community Hospital,Minor Injury Unit or Other,95,95,0,0,0,FALSE
2010-09-01,2010,Greater Glasgow and Clyde,C206H,Vale of Leven General Hospital,Minor Injury Unit or Other,1271,1248,23,0,0,FALSE
2010-09-01,2010,Greater Glasgow and Clyde,C313H,Inverclyde Royal Hospital,Emergency Department,2852,2781,71,2,0,FALSE
2010-09-01,2010,Greater Glasgow and Clyde,C418H,Royal Alexandra Hospital,Emergency Department,6081,5785,296,3,0,FALSE
2010-09-01,2010,Greater Glasgow and Clyde,G107H,Glasgow Royal Infirmary,Emergency Department,6124,5977,147,0,0,FALSE
2010-09-01,2010,Greater Glasgow and Clyde,G207H,Stobhill Hospital,Emergency Department,3782,3730,52,0,0,FALSE
2010-09-01,2010,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Minor Injury Unit or Other,1465,1465,0,0,0,FALSE
2010-09-01,2010,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Emergency Department,5066,4920,146,3,0,FALSE
2010-09-01,2010,Greater Glasgow and Clyde,G405H,Queen Elizabeth University Hospital,Emergency Department,4006,3907,99,6,0,FALSE
2010-09-01,2010,Greater Glasgow and Clyde,G513H,Royal Hospital for Children,Emergency Department,3380,3329,51,0,0,FALSE
2010-09-01,2010,Greater Glasgow and Clyde,G516H,West Glasgow,Emergency Department,4911,4657,254,7,0,FALSE
2010-09-01,2010,Highland,C106H,Cowal Community Hospital,Minor Injury Unit or Other,556,549,7,0,0,FALSE
2010-09-01,2010,Highland,C108H,Islay Hospital,Minor Injury Unit or Other,119,118,1,0,0,FALSE
2010-09-01,2010,Highland,C113H,Victoria Hospital,Minor Injury Unit or Other,355,347,8,0,0,FALSE
2010-09-01,2010,Highland,C117J,NA,Minor Injury Unit or Other,57,57,0,0,0,FALSE
2010-09-01,2010,Highland,C121H,Lorn & Islands Hospital,Emergency Department,516,514,2,0,0,FALSE
2010-09-01,2010,Highland,C122H,Campbeltown Hospital,Minor Injury Unit or Other,463,455,8,0,0,FALSE
2010-09-01,2010,Highland,H101H,Dunbar Hospital,Minor Injury Unit or Other,178,178,0,0,0,FALSE
